,title,vote_count,vote_average,year,imdb_id,soup
2401,The Last Days,10.0,7.7,1998,tt0174852,prison u.s.soldi childhoodhom billbasch martinbasch randolphbraham jamesmoll jamesmoll jamesmoll Documentary Drama History War
2402,Fantastic Planet,140.0,7.6,1973,tt0070544,slaveri dystopia space alien anim adultanim humansubjug jenniferdrake ericbaugin jeantopart renélaloux renélaloux renélaloux Animation Fantasy Science Fiction
2403,Blast from the Past,247.0,6.3,1999,tt0124298,isol atomicbomb bunker shelter brendanfraser aliciasilverstone christopherwalken hughwilson hughwilson hughwilson Comedy Romance
2404,Message in a Bottle,198.0,5.9,1999,tt0139462,sailboat anonymouslett sail lovelett bottl kevincostner robinwright paulnewman luismandoki luismandoki luismandoki Romance Drama
2405,My Favorite Martian,81.0,5.1,1999,tt0120764,alien martian basedontvseri fishoutofwat jeffdaniels elizabethhurley darylhannah donaldpetrie donaldpetrie donaldpetrie Comedy Drama Family Science Fiction
2406,"God Said, 'Ha!'",1.0,8.0,1998,tt0119207,womandirector juliasweeney juliasweeney juliasweeney juliasweeney Comedy
2407,Jawbreaker,93.0,5.9,1999,tt0155776,confess jealousi nightmar ambit groupi highschool cafeteria reveng prom deadbodi date fashion rockband fantasysequ slowmot multipleident popmus makeov publichumili socialoutcast sidekick cliqu socialclimb rosemcgowan juliebenz rebeccagayheart darrenstein darrenstein darrenstein Comedy
2408,October Sky,259.0,7.4,1999,tt0132477,fathersonrelationship basedonnovel smalltown satellit biographi rocket westvirginia teacher student coalmin 1950s miningaccid jakegyllenhaal chriscooper lauradern joejohnston joejohnston joejohnston Drama Family
2409,Office Space,1068.0,7.4,1999,tt0151804,suburbia downsiz dallastexa duringcreditssting businessrivalri ronlivingston jenniferaniston davidherman mikejudge mikejudge mikejudge Comedy Crime
2411,200 Cigarettes,44.0,6.1,1999,tt0137338,newyear'sev independentfilm relationship womandirector lowereastsid benaffleck caseyaffleck davechappelle risabramongarcia risabramongarcia risabramongarcia Comedy Drama Romance
2412,8MM,479.0,6.1,1999,tt0134273,pornographi pornactor lossofdaught childpornographi privateinvestig subcultur privatedetect nicolascage joaquinphoenix jamesgandolfini joelschumacher joelschumacher joelschumacher Thriller Crime Mystery
2413,The Other Sister,35.0,6.0,1999,tt0123209,autism juliettelewis dianekeaton tomskerritt garrymarshall garrymarshall garrymarshall Comedy Drama Romance
2414,Breakfast of Champions,28.0,5.2,1999,tt0120618,wifehusbandrelationship success author extramaritalaffair brucewillis albertfinney nicknolte alanrudolph alanrudolph alanrudolph Comedy
2418,The Long Goodbye,112.0,7.3,1973,tt0070334,detect missionofmurd policeoper victimofmurd unitedstates–mexicobarri polic suspens losangel philipmarlow neo-noir elliottgould ninavanpallandt sterlinghayden robertaltman robertaltman robertaltman Thriller Crime Drama Mystery
2420,Pet Sematary,417.0,6.4,1989,tt0098084,coffin pet funer headinjuri grief violenc newneighbor petcemeteri deadcat deadlov mothersonrelationship ghost graverob indianburialground womandirector flashback dalemidkiff fredgwynne denisecrosby marylambert marylambert marylambert Drama Horror
2421,Pet Sematary II,107.0,5.0,1992,tt0105128,underdog fathersonrelationship veterinarian stepfath dog womandirector edwardfurlong anthonyedwards clancybrown marylambert marylambert marylambert Horror
2422,Children of the Corn II: The Final Sacrifice,50.0,4.5,1993,tt0106557,sequel possess priest corn harvest terenceknox paulscherrer ryanbollman davidprice davidprice davidprice Horror
2423,Children of the Corn III: Urban Harvest,50.0,4.7,1995,tt0109415,chicago telekinesi boy cult bloodsplatt sequel priest goodvsevil religion blood citi corn cornfield armrippedoff supernaturalpow killerchild danielcerny ronmelendez jimmetzler jamesd.r.hickox jamesd.r.hickox jamesd.r.hickox Thriller Horror
2424,Christine,392.0,6.5,1983,tt0085333,anthropomorph teenag psychologicaldrama animatecar smartcar overprotectivepar keithgordon johnstockwell alexandrapaul johncarpenter johncarpenter johncarpenter Horror
2425,Night Shift,46.0,5.9,1982,tt0084412,pimp morgu prostitut henrywinkler michaelkeaton shelleylong ronhoward ronhoward ronhoward Comedy
2426,House on Haunted Hill,102.0,6.9,1959,tt0051744,winecellar skeleton cigarettesmok blind horrormovieremad vincentprice carolyncraig richardlong williamcastle williamcastle williamcastle Drama Horror Thriller
2427,Airport,89.0,6.2,1970,tt0065377,bomb basedonnovel airport desper snowstorm stowaway airplan panic land psychopath decept splitscreen blizzard disasterfilm burtlancaster deanmartin jeanseberg georgeseaton georgeseaton georgeseaton Action Drama Thriller
2428,Airport 1975,79.0,5.5,1974,tt0071110,helicopt basedonnovel airport cataclysm guitar wifehusbandrelationship stewardess pilot airplan music alcohol sequel numberintitl aviat saltlakec dullesinternationalairport teenagegirl airplaneaccid losangel ensemblecast disasterfilm charltonheston karenblack gloriaswanson jacksmight jacksmight jacksmight Action Adventure Drama Thriller
2429,Airport '77,69.0,5.8,1977,tt0075648,stewardess pilot airplan hijack u.s.navi paint sequel rescu airplanehijack disast underwat artthief millionair airlin playingcard disasterfilm inspiredbynovel scubadiv jacklemmon leegrant brendavaccaro jerryjameson jerryjameson jerryjameson Action Adventure Drama Thriller
2430,Rollercoaster,33.0,5.4,1977,tt0076636,bomb terrorist fbi blackmail investig inspector suspens disast amusementpark bombsquad sensurround georgesegal richardwidmark timothybottoms jamesgoldstone jamesgoldstone jamesgoldstone Action Thriller
2431,The Towering Inferno,230.0,7.1,1974,tt0072308,sanfrancisco fire helicopt skyscrap firemen fireengin rescu disast explos trap elev disasterfilm disastermovi stevemcqueen paulnewman williamholden johnguillermin johnguillermin johnguillermin Action Thriller
2432,Alligator,63.0,5.6,1980,tt0080354,hunter mutat allig underwear toxic brief scientist sewer timebomb animalhorror robertforster robinriker michaelv.gazzo lewisteague lewisteague lewisteague Horror Science Fiction Thriller
2433,Meteor,37.0,5.1,1979,tt0079550,meteor disast disasterfilm disastermovi seanconnery nataliewood karlmalden ronaldneame ronaldneame ronaldneame Action Science Fiction Thriller
2434,Westworld,345.0,6.7,1973,tt0070909,manvsmachin android saloon futur vacat surviv cultfilm themepark yulbrynner richardbenjamin jamesbrolin michaelcrichton michaelcrichton michaelcrichton Action Adventure Drama Horror Science Fiction Thriller Western
2435,Logan's Run,272.0,6.6,1976,tt0074812,femalenud killerrobot nuditi utopia teleport post-apocalypt dystopia plasticsurgeri escap fugit robot dystopicfutur totalitarian populationcontrol michaelyork richardjordan jennyagutter michaelanderson michaelanderson michaelanderson Adventure Action Romance Science Fiction
2436,Planet of the Apes,958.0,7.5,1968,tt0063442,humanevolut gorilla bondag spacemarin chimp slaveri spacetravel timetravel dystopia apocalyps astronaut ape humansubjug charltonheston roddymcdowall kimhunter franklinj.schaffner franklinj.schaffner franklinj.schaffner Science Fiction Adventure Drama Action
2437,Beneath the Planet of the Apes,370.0,6.2,1970,tt0065462,mutant dystopia survivor astronaut ape scienc jamesfranciscus kimhunter mauriceevans tedpost tedpost tedpost Adventure Science Fiction Mystery
2438,Battle for the Planet of the Apes,220.0,5.5,1973,tt0069768,post-apocalypt dystopia ape roddymcdowall natalietrundy austinstoker j.leethompson j.leethompson j.leethompson Action Science Fiction
2439,Conquest of the Planet of the Apes,243.0,6.1,1972,tt0068408,circus pet humanb dystopia insurrect armi ape roddymcdowall donmurray ricardomontalban j.leethompson j.leethompson j.leethompson Action Science Fiction
2440,Escape from the Planet of the Apes,270.0,6.3,1971,tt0067065,spacecraft pacif humanb cage dystopia politician chimpanze roddymcdowall kimhunter bradforddillman dontaylor dontaylor dontaylor Action Science Fiction
2441,Avalanche,10.0,3.2,1978,tt0077189,femalenud winter ambul sloth nuditi skijump carcrash skate rescu independentfilm snow airplanecrash trap slowmot race icesk ski avalanch disasterfilm ski snowmobil rockhudson miafarrow robertforster coreyallen coreyallen coreyallen Action Adventure Drama
2442,Earthquake,76.0,5.6,1974,tt0071455,fire supermarket architect earthquak parkinggarag naturaldisast nationalguard disast childinperil poolhal losangel explos motorcycl alcohol policeman daredevil movietheat disasterfilm disastermovi sensurround charltonheston avagardner georgekennedy markrobson markrobson markrobson Action Drama Thriller
2443,The Concorde... Airport '79,45.0,4.7,1979,tt0078740,stewardess missil pilot hotairballoon panic armsdeal fighterjet airplaneaccid drone sabotag mountainpass airlin smokingpot playingcard signlanguag disasterfilm inspiredbynovel alaindelon susanblakely robertwagner davidlowellrich davidlowellrich davidlowellrich Action Drama Thriller
2444,Beyond the Poseidon Adventure,28.0,5.3,1979,tt0078856,capsizedship michaelcaine sallyfield tellysavalas irwinallen irwinallen irwinallen Action Adventure Drama
2446,Analyze This,512.0,6.4,1999,tt0122933,newyork mafiaboss wed psychiatrist robertdeniro billycrystal lisakudrow haroldramis haroldramis haroldramis Comedy Crime
2447,The Corruptor,60.0,6.1,1999,tt0142192,newyork lifeanddeath gangwar polic markwahlberg chowyun-fat byronmann jamesfoley jamesfoley jamesfoley Action Crime Mystery Thriller
2448,Cruel Intentions,848.0,6.6,1999,tt0139134,upperclass sexualobsess sex bet sadist drugabus brothersisterrelationship cynic cocain virgin manipul seduct lovelett privateschool innoc addict love psychotherapi sarahmichellegellar ryanphillippe reesewitherspoon rogerkumble rogerkumble rogerkumble Drama Romance Thriller
2449,"Lock, Stock and Two Smoking Barrels",1671.0,7.5,1998,tt0120735,ambush alcohol shotgun tea joint machismo cocktail rifl marijuana cockneyacc potsmok cardsharp anger carjack piano jasonflemyng dexterfletcher nickmoran guyritchie guyritchie guyritchie Comedy Crime
2452,Relax... It's Just Sex,3.0,3.7,1998,tt0159696,gay friendship hiv lesbian mitchellanderson terrence't.c.'carson seymourcassel p.j.castellaneta p.j.castellaneta p.j.castellaneta Comedy
2453,The Deep End of the Ocean,58.0,6.0,1999,tt0120646,kidnap boy reunion michellepfeiffer treatwilliams whoopigoldberg ulugrosbard ulugrosbard ulugrosbard Drama Mystery
2455,The Rage: Carrie 2,79.0,5.1,1999,tt0144814,suicid malenud femalenud fire nuditi asylum telekinesi highschool swimmingpool parti sequel murder prom teacher decapit blood splatter weightlift teensuicid womandirector emilybergl jasonlondon amyirving kattshea kattshea kattshea Horror Thriller Science Fiction
2456,Wing Commander,75.0,4.0,1999,tt0131646,fight pilot outerspac basedonvideogam spaceopera freddieprinzejr. saffronburrows matthewlillard christopherroberts christopherroberts christopherroberts Action Science Fiction
2457,The Haunting,153.0,7.2,1963,tt0057129,alcohol hauntedhous supernaturalpow disappear orphan julieharris clairebloom richardjohnson robertwise robertwise robertwise Mystery Horror Thriller
2458,Dead Ringers,176.0,7.0,1988,tt0094964,nurs sex basedonnovel bondag obsess nuditi sadism sadomasoch twinbroth murder prostitut drug twin receptionist extramaritalaffair gynecologist voyeur spectacl bodyhorror jeremyirons genevièvebujold heidivonpalleske davidcronenberg davidcronenberg davidcronenberg Drama Horror Thriller
2459,My Boyfriend's Back,22.0,5.4,1993,tt0107626,zombi graveyard andrewlowery tracilind dannyzorn bobbalaban bobbalaban bobbalaban Comedy Romance
2460,Village of the Damned,92.0,7.1,1960,tt0054443,suicid england basedonnovel parentchildrelationship youngster parish villag carcrash children pregnant mindread pregnanc explos english militari georgesanders barbarashelley martinstephens wolfrilla wolfrilla wolfrilla Horror Science Fiction
2461,Children of the Damned,24.0,5.9,1964,tt0056931,evilchild ianhendry alanbadel barbaraferris antonleader antonleader antonleader Science Fiction Thriller
2462,Baby Geniuses,75.0,3.3,1999,tt0118665,babi genius toddler babygenius kathleenturner christopherlloyd kimcattrall bobclark bobclark bobclark Science Fiction Comedy Family
2464,I Stand Alone,99.0,7.5,1998,tt0157016,rageandh misanthrop monologu incestoverton unsimulatedsex newfrenchextrem philippenahon blandinelenoir martineaudrain gasparnoé gasparnoé gasparnoé Drama Thriller
2465,Forces of Nature,141.0,5.1,1999,tt0141098,cataclysm airplan singl travel wed storm extramaritalaffair womandirector sandrabullock benaffleck mauratierney bronwenhughes bronwenhughes bronwenhughes Romance Comedy
2466,The King and I,23.0,5.0,1999,tt0160429,music king schoolteach siam mirandarichardson martinvidnovic ianrichardson richardrich richardrich richardrich Animation Drama Family
2467,Ravenous,144.0,6.8,1999,tt0129332,winter cliff cook cave nuditi chase fort armi murder surviv snow camp soldier violenc cannib mad stranger womandirector guypearce robertcarlyle davidarquette antoniabird antoniabird antoniabird Comedy Horror Thriller Western
2468,True Crime,146.0,6.3,1999,tt0139668,journalist deathpenalti deathrow doomedman ambit recoveringalcohol clinteastwood isaiahwashington lisagayhamilton clinteastwood clinteastwood clinteastwood Crime Drama
2469,Bandits,10.0,5.4,1997,tt0118682,prison music music concert getawaycar escap musicband womandirector katjariemann jasmintabatabai nicolettekrebitz katjavongarnier katjavongarnier katjavongarnier Action Drama Foreign
2470,Dangerous Beauty,59.0,6.9,1998,tt0118892,venic inquisit beauti courtesan 16thcenturi catherinemccormack rufussewell jacquelinebisset marshallherskovitz marshallherskovitz marshallherskovitz Drama Romance
2472,The King and I,103.0,7.3,1956,tt0049408,templ primeminist letter bangkok palac widow music buddha siamesetwin polygami basedonplayormus misunderstand singlemoth tutor schoolteach intercultur sailingship malaria deborahkerr yulbrynner ritamoreno walterlang walterlang walterlang Drama Music Romance
2473,Doug's 1st Movie,22.0,5.4,1999,tt0187819,journal danc daydream friendship pollut cartoon numberintitl kidsandfamili valentin thomasmchugh frednewman chrisphillips mauricejoyce mauricejoyce mauricejoyce Animation Family Comedy
2474,Edtv,168.0,5.7,1999,tt0131369,tvshow tvstation simulatedreality realitytv tvstar tvrat matthewmcconaughey woodyharrelson sallykirkland ronhoward ronhoward ronhoward Comedy
2475,The Mod Squad,37.0,4.1,1999,tt0120757,undercov drugtraff basedontvseri clairedanes giovanniribisi omarepps scottsilver scottsilver scottsilver Action Mystery Thriller
2476,Among Giants,2.0,4.5,1998,tt0122906,yorkshir love friend petepostlethwaite rachelgriffiths andyserkis sammiller sammiller sammiller Comedy Romance
2477,A Walk on the Moon,21.0,6.2,1999,tt0120613,adulteri woodstock 1960s dianelane viggomortensen lievschreiber tonygoldwyn tonygoldwyn tonygoldwyn Drama Romance
2478,The Matrix,9079.0,7.9,1999,tt0133093,savingtheworld artificialintellig manvsmachin philosophi propheci martialart selfsacrific fight insurg virtualr dystopia truth cyberpunk womandirector messiah gnostic keanureeves laurencefishburne carrie-annemoss lanawachowski lanawachowski lanawachowski Action Science Fiction
2479,10 Things I Hate About You,1768.0,7.3,1999,tt0147800,shakespear sister highschool cannabi decept teenmovi shrew archeri feel-goodend oppositesattract duringcreditssting teenagerom overprotectivefath heathledger juliastiles josephgordon-levitt giljunger giljunger giljunger Comedy Romance Drama
